time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps,actuator_setpoint_mm
22.459,0.4366,0.4289,-0.0077,-0.004,50.0
22.509,0.4358,0.4289,-0.0069,-0.006,50.0
22.559,0.4351,0.4289,-0.0062,-0.006,50.0
22.609,0.4345,0.4289,-0.0056,-0.01,50.0
22.659,0.4343,0.4289,-0.0054,-0.01,50.0
22.709,0.4331,0.4289,-0.0042,-0.012,50.0
22.759,0.4328,0.4289,-0.0039,-0.012,50.0
22.809,0.4322,0.4289,-0.0033,-0.012,50.0
22.859,0.4311,0.4289,-0.0022,-0.012,50.0
22.909,0.431,0.4289,-0.0021,-0.012,50.0
22.959,0.431,0.4289,-0.0021,-0.012,50.0
23.009,0.4309,0.4289,-0.002,-0.006,50.0
23.059,0.4307,0.4289,-0.0018,-0.004,50.0
23.109,0.4307,0.4289,-0.0018,-0.004,50.0
23.159,0.4305,0.4289,-0.0016,-0.004,50.0
23.209,0.4305,0.4289,-0.0016,-0.002,50.0
23.259,0.4305,0.4289,-0.0016,-0.002,50.0
23.309,0.4305,0.4289,-0.0016,0.0,50.0
23.359,0.4305,0.4289,-0.0016,0.0,50.0
23.409,0.4305,0.4289,-0.0016,0.0,50.0
23.459,0.4309,0.4289,-0.002,0.0,50.0
23.509,0.4309,0.4289,-0.002,0.0,50.0
23.559,0.4312,0.4289,-0.0023,0.0,50.0
23.609,0.432,0.4289,-0.0031,0.0,50.0
23.659,0.432,0.4289,-0.0031,0.0,50.0
23.709,0.4326,0.4289,-0.0037,0.0,50.0
23.759,0.4337,0.4289,-0.0048,0.006,50.0
23.809,0.4338,0.4289,-0.0049,0.006,50.0
23.859,0.4346,0.4289,-0.0057,0.008,50.0
23.909,0.4352,0.4289,-0.0063,0.012,50.0
23.959,0.4357,0.4289,-0.0068,0.012,50.0
24.009,0.4362,0.4289,-0.0073,0.012,50.0
24.061,0.4375,0.4289,-0.0086,0.012,50.0
24.11,0.4385,0.4289,-0.0096,0.012,50.0
